,410001,410004,410006,72000,72004,720024,72042,72044,72154,73019,73025,73029,73124,74126,Lake City,Camden,Hillsboro,phoenix area,Marshall,Subiaco,HOBART MUNICIPAL AP ,TUCUMCARI 4 NE ,DEATH VALLEY NATIONAL PARK  ,HOPEWELL,NEOSHO ,LAS ANIMAS ,BLANDING,Yosemite national park area,Saluda,Clarksdale,Portales,Springerville,Ojai
1969-12-01,309935.332,296072.104,149108.973,21.1,52.3,27.1,18.5,20.9,19.3,29,61.8,43.7,70.3,,6.62,6.66,3.07,0.68,null,4.7,0.31,0.95,0,5.4,1.5,0.29,0.33,5.92,4.45,9.04,0.97,0.28,0.1
1970-01-01,295525.127,285358.294,165138.812,85.5,199.4,112.8,119.2,110.9,122.4,58.9,62.3,122.1,61.3,,3.99,0.77,0.82,0.0005,1.74,1.18,0.06,0.01,0.0005,1.3,0.55,0.0005,0.19,14.18,2.53,1.16,0.1,0.16,3.33
1970-02-01,295179.635,292883.988,183084.528,31.2,44,51.6,29.8,29.4,39.5,16,16.5,37.1,10.9,,7.37,4.46,5.06,0.3,2.11,2.73,0.02,0.11,1.36,2.39,0.83,0.0005,0.0005,3.02,2.2,4.37,0.0005,0.18,5.08
1970-03-01,321025.837,311181.463,190749.636,54,74.9,64.3,43.8,51.8,51.9,34.5,30.5,39.3,31.2,,8.71,8.04,3.69,2.26,1.4,3.27,2.39,1.04,0.0005,3.81,4.41,0.81,1.93,4.03,4.71,10.18,0.65,0.92,5.32
1970-04-01,160000.55,141650.083,99130.189,125.2,230.2,110.4,140.9,119.7,146.9,91.7,78.2,71.3,85.5,,3.55,5.43,1.62,0.0005,3.9,6.2,3.14,1.95,0.0005,3.19,5.2,1.17,1.13,1.74,1.44,6.12,0.38,0.4,0
1970-05-01,90830.25,60352.783,36757.376,74.7,115.8,66,47.9,68,77.6,30.6,24.9,31.1,43.1,,4.26,5.3,1.94,0.0005,1.7,1.16,4.13,0.27,0,1.89,2.84,1.63,0.0005,0.0005,3.51,3.97,0.33,0.0005,0
1970-06-01,96926.266,69614.656,31085.601,59.3,117.6,55.6,43.5,65.8,56.1,31,38.5,41,20.9,,3.87,0.85,1.17,0,3.33,4.53,0.94,1,0,3.44,5.65,0.94,0.5,1.55,2.6,3.34,2.52,0.32,0
1970-07-01,189213.961,159970.574,127552.372,41.5,80.6,44.4,31.6,49.7,44.8,16,16.4,5,14.8,,6.76,4.41,0.52,0.48,2.55,5.67,1.08,2.71,0,3.83,0.48,3.88,0.25,0,8.5,4.8,1.18,1.63,0.0005
1970-08-01,613946.117,555036.09,348364.945,140.3,232.6,143.2,127.7,148.2,150.4,83.4,86.5,83.4,76.3,,12.68,2.77,0.11,1.02,2.66,4.48,0.92,2.8,0.0005,4.02,3.08,2.1,1.35,null,3.37,5.81,1.92,1.72,0
1970-09-01,1299734.668,1108346.414,399266.224,190.1,241.8,137.7,119.9,133.6,168.8,115.3,101.3,139.2,118.5,,2.32,1.52,6.43,2.85,0.49,8.52,2.59,2.72,0,null,10.9,0.9,2.51,null,2.38,2.5,null,1.08,0
1970-10-01,911967.191,690254.662,284708.557,60.5,80.8,53,38,44,42.4,34.2,31.5,38.3,34.5,,1.84,4.58,7.99,0.44,2.43,4.71,0.66,1.5,0,1.72,6.21,0.92,0.78,0.94,9.41,7.05,null,1.46,0
1970-11-01,601705.238,464837.781,241064.997,133.3,199.6,144.9,155.8,129.5,139.5,58.7,80.5,93,84.1,,0.16,3.1,0.2,0.02,1.68,2.41,0.24,0.0005,0.81,3.35,1.98,0.51,1.04,10.39,1.29,1.62,0.0005,0,7.73
1970-12-01,451444.496,417210.984,196229.388,82,60.8,46.7,40,72.4,45,45.9,40,70.5,59.1,,2.56,3.01,1.35,0.26,3.37,2.57,0.39,0.0005,0.12,1.78,1.8,0,1.45,8.87,4.09,2.53,0.02,0.11,7.67
1971-01-01,306989.162,304804.926,181457.953,85.7,83.4,81.5,45.5,79.6,83.6,23.3,38.6,40.6,30.2,,2.59,3.13,0.1,0.22,2.64,2.53,0.8,0.19,0,2.18,1.45,0.64,0.13,2.22,5.2,5.32,0.0005,0.0005,1.41
1971-02-01,706568.307,751872.549,85710.458,66.3,53.3,80.9,52.3,68.1,72.1,115.3,105.3,112.3,74.4,,2.77,3.08,1.41,0.35,4.66,2.8,1.14,0.66,0.07,3.71,2.15,0.57,0.39,1.24,4.51,6.35,0.09,0.84,1.27
1971-03-01,362330.855,334842.914,160050.588,30.8,60.5,15.5,18.7,44.4,13.7,6.4,12.2,11.5,0,,2.6,2.16,0.26,0.0005,3.56,1.39,0.0005,0.33,0.02,3,0.74,0.11,0.05,4.34,null,6,0.13,0.03,0.9
1971-04-01,269703.818,232303.879,131418.817,77,100.1,57.7,60.4,57.8,64.8,41.1,32.5,26.4,40.6,,1.36,2.5,5.32,0.13,2.04,3.39,0.4,0.22,0.02,1.86,2.38,0.91,0.29,0.93,3.58,2.87,0.84,0.22,0.53
1971-05-01,173278.501,127043.683,70280.893,87.7,137.2,57.2,54.1,78.9,87.2,32.6,31.1,29.3,38.2,,2.56,3.38,4.46,0.0005,4.3,2.05,1.94,1.5,0.15,null,2.56,3.25,1.26,3.86,4.64,3.95,0.84,0.0005,0.83
1971-06-01,116376.916,88004.919,36004.615,39.9,47,40.3,30.8,31.7,36.8,19.1,16.6,21.3,15.2,,7.89,1.85,1.16,0,3.77,2.67,3.89,4.86,0,4.59,3.49,1.21,0.0005,0.48,3.88,5.02,1.09,0,0.0005
1971-07-01,200128.216,181567.577,136183.736,59.2,53.4,50.4,39.9,46.6,50.5,53.8,53.2,44.2,43.1,,5.68,13.47,4.24,0.24,6.74,5.61,2.06,3.35,0.01,3.6,3,3.19,0.35,0.05,4.57,5.03,1.93,1.32,0
1971-08-01,252888.016,224808.307,135214.01,94.3,92.6,78.8,69.9,86.3,94.6,39.9,37.6,39.3,38.4,,9.56,3.35,2.5,0.99,3.12,1.83,2.36,3.72,0.01,6.02,1.31,1.43,1.71,0.73,null,4.31,4.24,4.86,0
1971-09-01,399952.67,355476.15,214900.55,50.4,60.9,31.7,53.7,40.1,50.7,32.9,42.4,26.7,28.1,,4.39,2.56,2.08,0.92,1.94,0.97,9.47,1.05,0.05,2.54,4.86,1.33,1.06,1.04,2.47,1.81,3.61,2.2,0.02
1971-10-01,376397.393,338730.594,227976.412,75.6,74.7,29.3,58.5,48.8,49.6,40.7,43.8,19.3,48.2,,3.6,1.09,10.35,0.27,4.11,3.01,2.84,1.14,0.0005,8.67,3.85,2,2.59,1.13,3.97,0.35,1.23,1.2,0.13
1971-11-01,269863.734,228660.199,161776.585,102.7,159.5,158.6,125.5,94.9,89.5,185.8,132.8,101.9,163.7,,1.45,3.04,1.28,0.0005,2.81,1.94,0.79,1.52,0.0005,2.8,2.77,1.49,0.92,6.26,2.35,2.34,1.68,0.68,0.59
1971-12-01,301639.62,263115.805,187064.487,83.4,140,138.4,113.3,125.4,89.7,203.2,194,192.5,130.8,,6.06,4.03,4.96,0.47,3,11.07,2.35,0.55,0.63,0.97,5.58,0.06,1.78,11.35,3.66,4.41,0.95,0.75,9.15
1972-01-01,338863.076,306559.227,167376.186,142.4,68.6,70.6,116,86.2,99.3,98.6,101.8,97.4,127.5,,5.44,6.87,2.32,0,3.21,0.94,0.14,0.11,0,1.37,0.28,0.2,0.0005,2.04,6.83,5.76,0.05,0.07,0.37
1972-02-01,368761.748,345221.672,208424.936,87.2,49.3,84.2,69.8,76.3,51.1,15.5,23.1,24.4,33.4,,3.34,0.33,0.36,0.0005,3.83,0.58,0.11,0.03,0,4.58,1.03,0.06,0,1.35,4.43,0.88,0.17,0.0005,0.5
1972-03-01,384269.373,369234.529,212070.436,21.9,26.9,27.7,22.4,44.2,27.9,3.9,4.3,14.5,8.9,,5.61,4.89,0.75,0.0005,3.76,1.77,0.0005,0.06,0,2.59,1.6,0.17,0.0005,0.01,3.24,4.54,0.1,0,0
1972-04-01,211200.614,188302.86,115226.303,37.1,39.9,43.7,24.9,31.7,35.5,24.7,26.2,53.4,43,,1.5,1.5,2.52,0.0005,3.28,2.92,3.01,0.0005,0.09,3.7,3.7,0.42,0.1,5.86,1.1,4.77,0,0.05,0.23
1972-05-01,158663.293,141283.892,77631.956,45.1,36.9,49,32.4,54.1,43.4,53.6,53.9,64.3,48.2,,6,2.68,3.27,0.0005,4.94,2.08,1.76,0.32,0,6.74,2.3,1.3,0.0005,0.22,5.93,1.47,1.61,0.08,0.13
1972-06-01,98632.91,89916.703,58028.448,14.7,30.2,18.5,11.7,17,10.4,8.9,9.4,11,7.9,,10.65,2.38,1.31,1.7,3.92,2.86,1.82,1.23,0.53,4.7,1.27,1.72,1.46,1.29,4.68,5.55,2.48,1.92,0.08
1972-07-01,114411.539,106217.639,38614.786,60.7,68.8,48.9,40.2,49.3,55.9,29.3,22.4,20.8,28.3,,2.95,4.27,2.15,0.72,4.64,4.59,2.04,4.57,0,4.92,2.66,0.7,1.32,0,3.62,7.04,2.56,1.67,0
1972-08-01,272651.48,245873.521,151686.636,135.1,99.6,110.1,115,103.4,130.2,88.2,85.6,71.6,99.6,,5.23,2.46,0.89,1.2,0.9,3.1,6.66,5.46,0.05,1.84,2.89,1.91,0.4,1.08,3.54,1.36,1.93,4.05,0
1972-09-01,269697.234,235009.877,138436.641,24.7,37.8,17.8,18.6,24.2,25.5,8.6,9.6,11.7,7.6,,0.26,3.22,3.27,0.28,3.99,4.45,0.69,4.56,0.0005,5.15,5.65,1.14,0.86,1.97,1.18,4.08,2.53,0.33,0.04
1972-10-01,318434.193,306585.241,212020.517,48.9,72.5,53.5,28.7,40.9,39.2,46.6,40.7,35.7,23.5,,2,6.23,4.34,4.4,5.42,6.16,4.92,1.92,1.09,6.3,6.38,0.4,6.62,1.49,1.32,3.75,3.79,3.2,0.26
1972-11-01,298819.059,284452.133,237254.492,41.6,74.7,51.3,44.1,41.9,47.9,34.6,25.8,25.6,29.2,,4.98,7.55,2.55,1.01,2.6,8.36,1.22,1.12,0.49,5.33,9.26,1.11,1.22,4.48,3.36,10.58,0.9,0.15,4.58
1972-12-01,341031.496,332113.156,243067.775,5.1,1.5,2,4.6,5.9,7.6,3.5,5.6,11.4,3,,2.98,7.45,1.25,1.56,3.97,2.67,0.44,0.16,0.0005,4.4,2.04,0.31,2.31,4.3,6.44,7.04,0.28,0.19,1.13
1973-01-01,382184.4,372121.7,239375.821,56.9,70.1,60.3,33.3,53.5,78,27.7,24.6,37.5,50.9,,5.57,4.73,4.41,0.13,3.73,2.75,3.01,0.67,0.34,2.5,4.71,0.17,1.98,6.1,3.1,5.63,0.79,0.35,8.57
1973-02-01,284860.8,253987.2,182451.08,120.9,135.3,92.6,79.1,136.5,130.9,115.4,84.2,75.3,85,,3.37,4.28,2.22,1.36,1.87,2.95,0.39,0.42,1,3.77,1.52,0.02,0.7,9.57,4.86,5.5,0.82,0.79,13.58
1973-03-01,303266.1,282550.3,185174.028,53,62.2,50.6,45.7,49,40.8,46.8,43.4,53.9,43.1,,7.05,9.75,3.99,1.69,7.08,9.08,3.89,2.04,0.57,3.94,9.49,3.06,1.04,4.59,6.22,12.43,1.94,0.97,3.79
1973-04-01,168367.3,136675.5,107320.846,46.6,89.4,72.5,54,34.5,44.3,34.4,37.2,28.3,32.5,,6.82,9.37,6.9,0.07,null,8.98,3.66,1.39,0.09,null,6.65,1.4,0.27,0.35,5.38,11.01,0.95,0.05,0.02
1973-05-01,61185.2,47415.9,25476.436,63.5,126.1,44.2,33.3,42.2,54.7,18.8,15.6,32.5,38.1,,6.14,3.59,1.86,0.1,2.34,3.87,1.81,0.69,0.01,3.7,4.37,2.16,1,2.2,5.32,5.42,0.56,0.61,0.0005
1973-06-01,56663.5,46368.8,27761.503,118.5,201.4,117.6,91.3,104.3,118.2,58.5,50,60.6,55.3,,6.65,4.46,9.05,0.0005,3.99,5.84,2.18,0.61,0.0005,4.78,7.47,0.43,1.71,0.97,6.85,2.7,0.76,0.35,0.05
1973-07-01,186954.4,83979,43035.861,117.5,184.7,117.3,122.7,93.6,126.4,81.3,62.4,51.3,77.4,,12.72,7.92,5.61,1.3,2.98,1.88,3.48,4.59,0,4.1,5.23,2.08,0.69,0,1.55,6.06,6.35,2.76,0
1973-08-01,281423.3,202274.6,138235.15,93.8,178.7,100.2,97.2,92.7,94.5,54,55,70.1,65.9,,4.93,0.78,0.98,0.0005,2.49,1.7,1.62,1.03,0.0005,3.62,1.71,0.15,0.69,0.87,4.27,2.9,1.29,0.82,0
1973-09-01,425061.5,306783.3,236221.938,70.1,122.2,76.8,64.6,58,51.6,39.4,33.8,52,38.1,,5.12,7.18,7.02,0,2.4,6.55,10.93,0.53,0,1.89,8.39,3.03,0.67,0.1,2.81,2.15,1.96,0,0
1973-10-01,446392.7,358614.7,253068.578,167.8,221.8,135.1,104,150.1,153.9,119.1,128.5,144.5,121.2,,1.63,6.14,8.13,0,1.77,6.3,3.14,0.7,0.18,1.03,5.17,0.49,0.74,3.22,1.75,3.59,0.95,0,0.98
1973-11-01,629253.2,589399,242608.405,72.4,118.7,96.3,69.1,74.9,77.3,54.2,53,77,66.6,,1.07,7.06,1.06,1.36,3.25,8.15,0.96,0.0005,0.03,1.5,6.32,0.47,0.79,9.06,0.27,10.29,0.0005,null,2.12
1973-12-01,348218.9,320296.3,216530.707,102.4,158.2,72.4,30.2,100.4,130.9,77.3,86.6,63.5,73.2,,4.59,6.86,0.65,0,3.02,4.21,0.08,0.73,0.09,7.03,5.04,0.84,0.17,6.63,2.96,5.72,0.0005,0.0005,1.19
1974-01-01,488709.1,401894.975,165937.617,134.5,177.2,116.8,169,120.2,116.2,109.4,177,43.3,180.2,,1.99,8.67,2.65,0.57,5.29,1.53,0.13,0.58,1.2,5.02,1.34,0.12,3.7,7.28,6.61,10.76,0.52,null,10.4
1974-02-01,310485.3,288124.691,221886.2,45.4,60.2,36.8,37.8,52,42.8,57.8,56.4,84,60.2,,1.75,2.14,1.19,0.02,4.11,1.8,0.24,0.14,0.0005,2.86,2.24,0.17,0.09,1.28,3.09,5.12,0.03,0.0005,0.11
1974-03-01,293161.9,270252.293,243393.854,39,44.2,8.4,4.2,13,4,18,18.4,6,18.5,,5.15,1.75,0.74,1.37,3.48,3.32,1.54,0.12,0.4,4.54,4.43,0.81,0.34,7.48,2.09,2.54,0.07,0.23,4.59
1974-04-01,906198.6,789775.004,210266.167,280.8,339.6,227.8,245.9,237.6,297.4,180.6,184.8,150.7,262.2,,2.49,5.14,1.22,0.01,4.29,5.82,3.03,0.47,0,1.64,3.58,1.2,0.58,5.13,3.43,4.38,0.29,0,0.1
1974-05-01,832009.2,764869.986,226516.796,66.2,99.4,42.8,38.8,79,51.9,30.2,30.4,39,34,,7.28,2.82,null,0,5.96,2.21,3.36,0.17,0.0005,4.34,5.69,1.55,0.03,1.03,6.5,12.43,0.76,0,0
1974-06-01,542719,481999.507,140555.621,24.2,10.6,24.4,7.4,28.8,29.8,19.4,21,2,24.4,,8.91,10.27,3.25,0,3.71,6.68,0.68,0.34,0,3.22,6.91,1.1,0,0,0.98,10.77,2.05,0,0
1974-07-01,787385.8,664663.987,83817.466,148.1,259.4,114,123.3,139,136.4,79,72,106.2,77.4,,6.92,1.78,0.39,0.84,3.2,0.46,0.08,1.14,0.68,3.86,0.71,2.43,1.12,1.33,0.94,2.62,1.7,1.24,0
1974-08-01,1501048.9,1637363.525,207165.646,144.2,356.4,108.6,97.2,118.6,109.2,70,52.6,66.3,55.2,,11.83,9.54,8.54,1.15,3.61,5.2,2.57,2.69,0.0005,8.26,7.73,0.24,0.06,0,null,5.04,6.37,2.38,0
1974-09-01,1970186.8,1474502.289,238385.578,121.1,209.8,89.4,88,113.6,108.4,58.6,56,55.4,57.2,,4.44,14.38,4.01,1.07,2.05,8.25,5.07,2.5,0,5.55,4.86,0.05,0.5,0,null,5.17,2.61,0.88,0
1974-10-01,2088811.3,1614152.109,528177.855,233.6,285,207,177.2,199.2,218.8,170.2,165,139,186.8,,1.04,2.84,5.23,2.12,1.27,2.26,3.32,4,0.82,0.9,6.37,1.21,4.17,2.74,0.11,2.7,5.94,2.93,0.63
1974-11-01,732393.7,624067.184,242219.518,73,65,20.6,22.8,41,19.8,28,25.5,18.2,34.6,,0.65,6.42,3.9,0.44,3.61,6.18,2.08,0.25,0.0005,1.25,6.69,0.27,1.16,2.3,2.36,4.01,0.65,0.14,0.16
1974-12-01,438475.2,405785.023,233908.67,4.6,6.4,5.2,6.6,3,2.6,4.8,5.6,null,4.8,,3.92,3.17,2.01,0.59,3.91,1.66,0.98,0.33,0.37,3.93,2.47,0.1,0.64,3.18,null,6.26,0.49,0.08,7.67
1975-01-01,394585.5,385769.631,237949.753,40.8,58.8,28.2,29.4,41.6,24.8,42,24,62.1,22.6,,5.38,3.34,1.26,0.02,4.97,3.29,1.58,0.46,0.0005,5.49,3.1,0.11,0.74,4.18,5.54,6.59,0.12,0.4,0.0005
1975-02-01,319597.9,294749.977,212926.991,77.2,136.4,112.2,98.5,70.8,57.2,44.2,31.4,76.2,40.4,,3.2,5.69,3.39,0.33,5.03,3.47,1.84,0.78,0.0005,3.4,3.66,0.16,1.2,10.5,5.65,7.24,1.19,null,4.76
1975-03-01,347782.3,319698.088,236411.535,68.2,77.6,57.8,64.6,71.8,52.2,23.8,24.4,25.7,37,,2.69,8.93,2.88,0.63,8.56,6.02,1.17,0.33,0.41,8.27,5.56,0.29,1.64,8.47,8.11,8.61,0.3,0.48,7.04
1975-04-01,291209.2,258553.057,239053.631,32.2,86.4,55.8,29,27.3,22,18.4,17.8,41.4,15.6,,5.45,3.31,4.86,0.43,0.52,2.79,0.56,0.83,0.33,3.34,2.15,0.96,0.95,5.84,4.9,4.61,null,0.13,2.05
1975-05-01,312917.5,279438.693,257106.328,61.6,146.6,55.4,43.8,52.6,50,22.3,21.6,26,18,,9.88,7.74,7.69,0.0005,3.37,5.27,4.83,0.91,0.0005,4.89,3.77,0.47,0.5,0.49,5.17,7.44,0.71,0.33,0.02
1975-06-01,653473.7,764618.7,176396.706,26.3,39,13.7,12.6,25.8,11.6,15.8,12.6,12.6,8.7,,4.43,4.2,1.17,0.0005,3.31,7.03,2.49,0.69,0.0005,3.07,5.03,2.01,0.26,0.49,3.22,8.03,1.98,0,0
1975-07-01,1085388.5,957539.49,157369.076,113.6,204.8,118.2,82,114,104.4,50,45.8,29.8,49.5,,7.49,2.45,3.73,0.38,3.7,2.88,10.58,3.48,0.32,7.97,2.4,2.81,1.15,0,11.27,3.33,3.21,3.34,0
1975-08-01,627106.3,522142.334,258012.524,153.8,228,121,99.9,126,116.8,62.8,57.2,59.8,59.3,,6.79,8.66,null,0.0005,2.92,6.92,2.86,0.68,0.01,2.2,2.39,1.45,0.42,0.38,4.54,5.86,1.75,1.83,0.0005
1975-09-01,720490.7,646754.65,257528.262,98.4,164.4,78.6,75.8,106.4,121.6,67.6,99.6,117.9,73,,5.77,1.64,2.47,0.82,6.76,4.77,2.2,1.77,0.35,12.06,2.97,0.63,0.24,0.61,6.11,3.89,1.72,3.43,0.1
1975-10-01,1485309.3,1282104.078,325224.34,216,313.4,193,185.8,137,180.2,122.6,130,137.2,123,,1.87,1.15,1.16,0.23,2.19,1.06,2.02,0,0.04,2.34,3.49,0.0005,0.19,6.56,1.8,1.75,0.17,0.04,0.45
1975-11-01,825758.4,660777.498,287627.392,13.6,35.4,10.2,17.1,12.3,9.2,3.6,4,6,2.8,,0.61,4.07,1.18,0.55,2.42,3.43,1.84,0.65,0.05,2.28,3.29,1.34,0.66,1.55,3.85,8.93,0.31,0.33,0.0005
1975-12-01,395324.6,339286.559,260396.001,95,104.3,116.8,91,93.8,63.6,57.6,37.2,null,71.6,,2.41,1.94,2.04,1.12,2.3,3.86,1.15,0.14,0.0005,3.64,3.79,0.04,0.74,0.71,4.6,3.55,1.12,0.34,0.15
1976-01-01,332296.254,285703.7,182184.967,47.5,80.4,59.4,42.2,55.8,0,66.4,81,107,59,,2.01,3.03,0.02,0.0005,2.83,0.74,0.0005,0.1,0,5.48,0.44,0.19,0.08,0.31,2.98,3.87,0.01,0.01,0
1976-02-01,349365.225,320294,224930.765,35,84,69.6,66.2,46.2,28.8,19.6,30.8,41.1,35,,3.4,3.3,0.84,0.47,2.14,2.31,0.16,0.0005,2.37,null,1.32,0.64,1.6,3.52,1.59,4.38,0.39,0.31,5.68
1976-03-01,335335.719,303842,235740.993,12,71,50,14.7,19.8,11.2,13.8,18.2,25.2,10.6,,3.97,6.62,3.33,0.4,3.18,3.53,0.86,0.27,0.03,2.73,3.66,0.16,0.29,3.52,5.43,6.37,0.16,0.33,2.08
1976-04-01,332737.486,299386.2,226293.15,24.8,46.2,23.2,26.6,45,29.6,12.4,23.4,21.6,19.9,,2.68,1.13,5.25,0.67,0.4,1.78,6.96,1.49,0.12,0.64,7.62,1.42,0.75,1.32,0.63,2,0.44,0.34,1.33
1976-05-01,276844.258,243789,233787.552,12,38,22.6,11.7,18,16,6.4,6.6,10.6,6,,8,4.15,5.45,1.06,7.26,4.27,2.44,0.73,0.15,3.75,5.41,1.81,0.79,0.52,4.23,3.15,0.75,0.61,0.02
1976-06-01,201061.393,156998,100774.307,22.1,54.6,20.6,12.2,29,19.6,5.6,6.2,12.6,4,,3.41,5.6,6.35,0.09,3.99,3.16,2.69,2.5,0.0005,2.87,4.44,0.58,0.04,0.17,3.01,5.47,0.11,0.03,0.32
1976-07-01,144071.193,111981.7,13154.004,33.2,56.2,32.8,23.6,26.2,37,7,9.4,23.4,13.5,,4.57,2.46,10.22,1.48,3.82,1.82,0.6,4.51,0.2,3.71,7.75,2.13,0.46,0.58,6.82,1.34,2.31,4.7,0.0005
1976-08-01,242619.683,210999.4,63285.82,29.6,92.7,33,24,30.2,28.2,15.8,16.2,21.2,9.3,,7.13,0.41,0,0.12,3.21,3.74,1.08,0.24,0,1.55,3.59,0.77,0.59,1.05,2.07,0.36,5.17,2.78,0.13
1976-09-01,212511.087,178287.4,143182.279,112.1,144.8,88.6,75.5,78.8,113.8,78.8,70,79.9,86.4,,5.86,5.36,5.95,1.69,4.45,4.46,6.27,1.82,0.87,4.43,4.67,0.9,1.3,2,7.07,2.96,2,1.17,5.57
1976-10-01,996567.422,1005449.4,184908.12,168.2,246,198.6,162.4,157.2,147.8,63.6,60.4,120.4,75.3,,1.62,3.17,4.53,0.7,4.35,4.86,2.53,0.87,0.47,8.7,2.9,1.21,0.24,0.82,6.16,3.81,0.7,0.55,0.04
1976-11-01,459644.629,410377.3,236417.248,39.8,73.4,42.2,61,47.2,37.2,61.1,47,57.2,60.4,,3.74,2.42,0.59,0.43,1.4,1.16,0.0005,0.32,0,1.69,0.73,0.12,0.0005,0.93,5.72,2.07,0.55,null,0.41
1976-12-01,429250.889,397886.8,247644.498,19.4,17.8,19.8,13.2,12.4,13.2,14.9,14.8,19.6,14.8,,4.08,2.74,2.32,0.85,3.06,2.38,0.2,0.0005,0,3.41,0.6,0.0005,0.03,0.1,5.87,2.24,0.0005,0,0.74
1977-01-01,421822.146,406548.6,247067.818,30.4,61.8,60.4,22.2,25,24.8,24.8,22.8,22.8,35,,3.69,4.07,2.62,0.35,2.36,3.08,0.14,0.28,0.16,3.84,1,0.02,1.46,2,3.44,2.92,0.3,0.4,4.11
1977-02-01,401050.84,386213.6,229408.637,55.6,93.4,64,52.6,89.4,38,48.4,53.4,103.2,91.3,,null,3.15,2.45,0.06,1.04,1.73,1.47,0.33,0,1.7,2.26,0.41,0.04,1.87,1.3,1.4,0.31,0.45,0.19
1977-03-01,289006.994,247721.9,211882.061,88.7,151.4,89.2,114.8,87.2,94.8,70.1,48.8,72.4,79.6,,3.22,4.66,7.78,0.27,3.84,6.24,0.42,0.23,0.08,2.9,4.8,0.0005,0.03,1.85,7.45,4.38,0.49,0.56,null
1977-04-01,236289.589,213073.3,183025.236,32.8,40,37.4,44,39.6,41.4,28,37.8,37.4,27.8,,1.16,5.06,5.24,0.06,4.76,2.45,2.3,3.13,0,2.98,3.5,1.41,0.15,0.18,1.29,4.19,1.32,0.12,0
1977-05-01,163542.393,121111.2,32520.025,94.8,173.2,112.6,90.5,96.2,101,65.2,58.8,79.8,65.1,,2.65,3,0.92,0.16,1.73,2.14,10.9,1.04,0.96,4.1,3.31,2.51,0.67,1.75,1.82,2.24,2.99,0.02,3.45
1977-06-01,123619.723,85370.8,40413.316,109.1,248,90,72.8,101.8,106.6,59,51.4,63.2,49.4,,6.35,2.65,1.02,0.1,6.18,6.59,1.24,1.35,0,0.88,7.02,1.75,0.07,1.68,3.47,4.23,1.8,0.56,0.05
1977-07-01,168996.314,103765.9,33162.413,34.8,118.4,33,23.4,32.4,37.4,22.2,18,22.6,20.6,,2.38,2.22,4.15,0.3,2.44,4.17,1.77,1.58,0,3.62,4.02,1.77,3.15,0,3.93,9.51,0.78,5.32,0
1977-08-01,224571.448,206402.1,132113.654,23.6,53.8,18.6,11.6,34.6,27.4,8.4,12,26,11.2,,10.78,4.4,0.89,0.18,4.87,2.39,5.19,1.91,1.14,2.82,6.4,2.86,0.81,0,6.53,1.77,3.81,4.09,0.69
1977-09-01,306564.375,290631.9,223559.737,61,63.9,48.2,42.5,69.8,54.6,38.6,27,25.6,45.8,,5.01,2.43,1.88,0.53,4.6,5.3,0.06,0.38,0,2.35,10.8,0.18,0.62,0.35,3.14,7.72,0.2,1.23,0
1977-10-01,425036.422,428836.7,270513.51,8.4,9.2,4.6,3.4,7,6.4,5,4.6,0.6,5,,0.34,0.11,1.19,0.61,2.75,2.89,1.7,0.25,0,9.53,1.63,0,1.07,null,4.4,2.39,1.32,1.25,0.0005
1977-11-01,414175.471,419320.8,242505.429,15.7,32.8,23.4,8.8,20.8,19.8,13.4,8,18.3,9,,3.65,3.77,2.57,0.0005,4.45,2.17,1.65,0.39,0.02,null,2.4,0.1,0.6,null,1.62,7.42,0.54,0.41,0
1977-12-01,435967.154,448332.4,250892.564,9.2,12.8,2.8,4.8,9.4,6.6,0,3.4,7.3,2.6,,8.45,1.98,0.24,0.54,2.51,1.86,0.0005,0.04,0.44,4.9,1.61,0.15,0.63,11.03,null,2.24,0.5,0.29,6.23
1978-01-01,435273.9,435956.805,270729.611,115.4,186.8,105.4,108,101.2,84.8,95,97.8,118.8,115,,5.43,6.91,1,2.33,4.12,2.54,0.51,0.62,0.7,8.06,1.02,0.31,4.03,10.6,8.5,5.54,0.55,0.62,10.05
1978-02-01,381856.8,390645.428,245806.313,3.2,1.2,1.2,0,1.2,0.2,0,0.4,0.8,0,,4.35,2.39,4.16,2.21,0.86,2.29,2.48,0.42,0.77,0.54,1.61,0.35,2.69,10.6,1.23,1.54,0.83,0.79,13.5
1978-03-01,338013.1,322019.563,241411.827,63.3,144.6,83.2,79.2,66,84.6,64.3,25.2,50.9,29.2,,4.43,2.83,1.83,2.14,4.51,4.68,0.13,0.25,1.64,null,4.31,0.1,1.87,8.37,5.39,2.64,0.19,1.41,14.5
1978-04-01,187115.1,170415.307,170624.961,42.5,57.3,30.6,31,36,38.8,26.1,24.2,25.8,26.8,,1.91,4.33,1.51,0.2,3.11,3.04,1.77,0.68,0.04,4,4.95,0.77,1.02,6.01,3.65,2.55,0.3,0.15,2.35
1978-05-01,160562.7,118468.373,103059.683,162.6,194.8,162.2,141.8,132,147.6,111.6,111.8,76.9,106.5,,7.52,7.03,4.97,0.0005,4.48,8.21,6.02,3.02,0.34,4.84,5.82,2.48,0.69,0.07,4.14,10.6,1.67,0.51,0
1978-06-01,377886.3,349249.684,25545.623,77.6,96,66.6,68.6,74.2,64.6,70,58.6,48.4,69.3,,5.37,3.35,0.24,0.01,2.01,1.49,2.22,3.27,0,3.16,4.69,3.61,0.08,0,4.46,3.96,3.28,0.01,0
